!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Quantity" TableName="Quantity"				
!Quantity	!SBML:parameter:id	!Value	!Unit	!Description
FLUX_VALUE_R_AMPTASECG	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_AMPTASECG	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_AMPTASECGe	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_AMPTASECGe	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_AMPTASECGe	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_AMPTASECGe	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_AMPtp	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_AMPtp	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_AMPtp	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_AMPtp	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_AMPtr	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_AMPtr	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_AMPtr	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_AMPtr	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_AMY1e	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_AMY1e	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_AMY1e	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_AMY1e	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_AMY2e	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_AMY2e	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_AMY2e	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_AMY2e	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ANDRSTRNGLCte	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ANDRSTRNGLCte	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ANDRSTRNGLCte	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ANDRSTRNGLCte	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ANDRSTRNGLCtr	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ANDRSTRNGLCtr	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ANDRSTRNGLCtr	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ANDRSTRNGLCtr	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ANDRSTRNte	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ANDRSTRNte	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ANDRSTRNte	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ANDRSTRNte	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ANDRSTRNtr	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ANDRSTRNtr	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ANDRSTRNtr	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ANDRSTRNtr	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ANTIPYRENEte	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ANTIPYRENEte	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ANTIPYRENEte	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ANTIPYRENEte	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_AOBUTDsm	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_AOBUTDsm	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_AOBUTDsm	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_AOBUTDsm	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_AP4AH1	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_AP4AH1	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_AP4AH1	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_AP4AH1	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_APAT2rm	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_APAT2rm	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_APAT2rm	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_APAT2rm	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_APNNOXte	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_APNNOXte	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_APNNOXte	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_APNNOXte	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_APOCF	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_APOCF	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_APOCF	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_APOCF	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_APOCFm	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_APOCFm	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_APOCFm	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_APOCFm	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_APOC_LYS_BTNP	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_APOC_LYS_BTNP	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_APOC_LYS_BTNP	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_APOC_LYS_BTNP	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_APOC_LYS_BTNPm	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_APOC_LYS_BTNPm	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_APOC_LYS_BTNPm	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_APOC_LYS_BTNPm	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_APPNNte	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_APPNNte	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_APPNNte	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_APPNNte	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_APRGSTRNte	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_APRGSTRNte	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_APRGSTRNte	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_APRGSTRNte	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_APRTO2	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_APRTO2	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_APRTO2	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_APRTO2	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_AQCOBALt	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_AQCOBALt	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_AQCOBALt	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_AQCOBALt	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARAB_Lt	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARAB_Lt	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARAB_Lt	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARAB_Lt	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARABR	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARABR	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARABR	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARABR	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARACHCOAtx	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARACHCOAtx	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARACHCOAtx	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARACHCOAtx	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARACHCPT1	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARACHCPT1	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARACHCPT1	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARACHCPT1	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARACHCPT2	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARACHCPT2	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARACHCPT2	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARACHCPT2	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARACHCRNt	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARACHCRNt	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARACHCRNt	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARACHCRNt	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARACHDCOAtx	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARACHDCOAtx	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARACHDCOAtx	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARACHDCOAtx	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARACHDt2	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARACHDt2	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARACHDt2	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARACHDt2	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARACHDtr	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARACHDtr	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARACHDtr	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARACHDtr	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARACHt	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARACHt	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARACHt	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARACHt	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARGDCm	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARGDCm	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARGDCm	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARGDCm	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARGLYSex	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARGLYSex	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARGLYSex	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARGLYSex	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARGN	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARGN	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARGN	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARGN	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARGNm	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARGNm	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARGNm	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARGNm	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARGSL	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARGSL	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARGSL	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARGSL	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARGSS	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARGSS	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARGSS	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARGSS	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARGt4	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARGt4	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARGt4	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARGt4	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARGtiDF	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARGtiDF	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARGtiDF	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARGtiDF	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARGtm	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARGtm	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARGtm	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARGtm	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARSA	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARSA	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARSA	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARSA	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTCOAL1	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTCOAL1	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTCOAL1	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTCOAL1	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTCOAL2	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTCOAL2	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTCOAL2	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTCOAL2	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTCOAL3	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTCOAL3	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTCOAL3	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTCOAL3	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_R_group_phosphotase_1	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_R_group_phosphotase_1	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_R_group_phosphotase_1	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_R_group_phosphotase_1	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_R_group_phosphotase_2	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_R_group_phosphotase_2	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_R_group_phosphotase_2	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_R_group_phosphotase_2	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_R_group_phosphotase_3	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_R_group_phosphotase_3	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_R_group_phosphotase_3	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_R_group_phosphotase_3	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR11	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR11	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR11	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR11	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR12	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR12	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR12	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR12	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR13	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR13	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR13	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR13	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR202	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR202	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR202	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR202	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR203	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR203	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR203	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR203	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR204	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR204	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR204	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR204	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR205	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR205	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR205	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR205	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR206	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR206	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR206	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR206	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR207	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR207	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR207	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR207	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR208	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR208	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR208	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR208	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR209	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR209	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR209	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR209	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR210	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR210	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR210	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR210	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR211	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_ARTFR211	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_ARTFR211	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_ARTFR211	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_ARTFR212	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
