!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Quantity" TableName="Quantity"				
!Quantity	!SBML:parameter:id	!Value	!Unit	!Description
LOWER_BOUND_R_r0568	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0568	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0568	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0568	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0570	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0570	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0570	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0570	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0571	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0571	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0571	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0571	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0573	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0573	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0573	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0573	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0575	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0575	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0575	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0575	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0578	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0578	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0578	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0578	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0579	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0579	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0579	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0579	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0580	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0580	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0580	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0580	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0584	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0584	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0584	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0584	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0587	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0587	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0587	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0587	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0590	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0590	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0590	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0590	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0591	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0591	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0591	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0591	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0594	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0594	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0594	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0594	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0595	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0595	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0595	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0595	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0596	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0596	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0596	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0596	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0598	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0598	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0598	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0598	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0603	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0603	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0603	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0603	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0604	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0604	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0604	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0604	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0610	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0610	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0610	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0610	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0611	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0611	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0611	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0611	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0614	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0614	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0614	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0614	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0615	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0615	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0615	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0615	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0616	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0616	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0616	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0616	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0617	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0617	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0617	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0617	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0618	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0618	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0618	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0618	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0620	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0620	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0620	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0620	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0625	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0625	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0625	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0625	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0626	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0626	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0626	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0626	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0627	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0627	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0627	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0627	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0629	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0629	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0629	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0629	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0630	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0630	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0630	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0630	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0633	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0633	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0633	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0633	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0634	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0634	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0634	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0634	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0636	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0636	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0636	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0636	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0637	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0637	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0637	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0637	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0638	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0638	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0638	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0638	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0639	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0639	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0639	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0639	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0641	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0641	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0641	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0641	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0642	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0642	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0642	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0642	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0643	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0643	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0643	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0643	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0644	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0644	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0644	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0644	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0645	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0645	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0645	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0645	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0647	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0647	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0647	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0647	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0648	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0648	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0648	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0648	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0649	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0649	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0649	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0649	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0650	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0650	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0650	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0650	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0651	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0651	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0651	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0651	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0652	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0652	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0652	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0652	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0653	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0653	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0653	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0653	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0655	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0655	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0655	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0655	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0656	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0656	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0656	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0656	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0660	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0660	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0660	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0660	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0661	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0661	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0661	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0661	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0666	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0666	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0666	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0666	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0668	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0668	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0668	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0668	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0669	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0669	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0669	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0669	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0670	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0670	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0670	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0670	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0671	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0671	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0671	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0671	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0672	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0672	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0672	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0672	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0673	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0673	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0673	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0673	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0678	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0678	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0678	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0678	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0679	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0679	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0679	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0679	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0680	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0680	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0680	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0680	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0681	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0681	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0681	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0681	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0682	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0682	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0682	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0682	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0683	LOWER_BOUND	0.0	mmol_per_gDW_per_hr	local parameter
UPPER_BOUND_R_r0683	UPPER_BOUND	1000.0	mmol_per_gDW_per_hr	local parameter
FLUX_VALUE_R_r0683	FLUX_VALUE	0.0	mmol_per_gDW_per_hr	local parameter
OBJECTIVE_COEFFICIENT_R_r0683	OBJECTIVE_COEFFICIENT	0.0	dimensionless	local parameter
LOWER_BOUND_R_r0686	LOWER_BOUND	-1000.0	mmol_per_gDW_per_hr	local parameter
