!!SBtab SBtabVersion='1.0' Document='MODEL1507180055' TableType='Compartment' TableName='Compartment'
!ID	!Name	!Size	!Unit	!SBOTerm
c	cytosol	nan		
e	extracellular	nan		
g	Golgi	nan		
m	Mitochondria	nan		
l	l	nan		
n	Nucleus	nan		
p	periplasm	nan		
r	Endoplasmic reticulum	nan		
x	Glyoxysome	nan		

!!SBtab SBtabVersion='1.0' Document='MODEL1507180055' TableType='Compound' TableName='Compound'
!ID	!Name	!Location	!Charge	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge
R_ACCOALm	ACCOALm	M_atp_m + M_coa_m + M_ppa_m <=> M_amp_m + M_ppcoa_m + M_ppi_m					False	G_68738	cobra_0_bound	cobra_default_ub
R_ACCOAgt	ACCOAgt	M_accoa_c <=> M_accoa_g					True	G_11416	cobra_default_lb	cobra_default_ub
R_ACCOAtn	ACCOAtn	M_accoa_c <=> M_accoa_n					True		cobra_default_lb	cobra_default_ub
R_ACCOAtr	ACCOAtr	M_accoa_c <=> M_accoa_r					True	G_11416	cobra_default_lb	cobra_default_ub
R_ACETONEt2	ACETONEt2	M_acetone_e + M_h_e <=> M_acetone_c + M_h_c					True	G_20501 FbcOr G_80879 FbcOr G_20503	cobra_default_lb	cobra_default_ub
R_ACETONEt2m	ACETONEt2m	M_acetone_c + M_h_c <=> M_acetone_m + M_h_m					True	G_20501	cobra_default_lb	cobra_default_ub
R_ACGAGBSIDEtg	ACGAGBSIDEtg	M_acgagbside_hs_c <=> M_acgagbside_hs_g					True		cobra_default_lb	cobra_default_ub
R_ACGAGBSIDEtl	ACGAGBSIDEtl	M_acgagbside_hs_c <=> M_acgagbside_hs_l					True		cobra_default_lb	cobra_default_ub
R_ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte	ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte	M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e <=> M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c					True		cobra_default_lb	cobra_default_ub
R_ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg	ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg	M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_g <=> M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c					True		cobra_default_lb	cobra_default_ub
R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e <=> M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c					True		cobra_default_lb	cobra_default_ub
R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_g <=> M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c					True		cobra_default_lb	cobra_default_ub
R_ACGALK	ACGALK	M_acgal_c + M_atp_c <=> M_acgal1p_c + M_adp_c + M_h_c					False		cobra_0_bound	cobra_default_ub
R_ACGALK2	ACGALK2	M_acgal_c + M_itp_c <=> M_acgal1p_c + M_h_c + M_idp_c					False		cobra_0_bound	cobra_default_ub
R_ACGALtlg	ACGALtlg	M_acgal_g <=> M_acgal_c					True		cobra_default_lb	cobra_default_ub
R_ACGALtly	ACGALtly	M_acgal_l <=> M_acgal_c					False		cobra_0_bound	cobra_default_ub
R_ACGAM2E	ACGAM2E	M_acgam_c <=> M_acmana_c					True	G_19703	cobra_default_lb	cobra_default_ub
R_ACGAM6PSi	ACGAM6PSi	M_accoa_c + M_gam6p_c <=> M_acgam6p_c + M_coa_c + M_h_c					False	G_54342	cobra_0_bound	cobra_default_ub
R_ACGAMK	ACGAMK	M_acgam_c + M_atp_c <=> M_acgam6p_c + M_adp_c + M_h_c					False	G_56174	cobra_0_bound	cobra_default_ub
R_ACGAMPM	ACGAMPM	M_acgam6p_c <=> M_acgam1p_c					True	G_109785	cobra_default_lb	cobra_default_ub
R_ACGAMtly	ACGAMtly	M_acgam_l <=> M_acgam_c					False		cobra_0_bound	cobra_default_ub
R_ACGBGBSIDEtg	ACGBGBSIDEtg	M_acgbgbside_hs_c <=> M_acgbgbside_hs_g					True		cobra_default_lb	cobra_default_ub
R_ACGBGBSIDEtl	ACGBGBSIDEtl	M_acgbgbside_hs_c <=> M_acgbgbside_hs_l					True		cobra_default_lb	cobra_default_ub
R_ACGPID	ACGPID	M_acgpail_hs_c + M_h2o_c <=> M_ac_c + M_gpail_hs_c					False	G_327942	cobra_0_bound	cobra_default_ub
R_ACGSm	ACGSm	M_accoa_m + M_glu__L_m <=> M_acglu_m + M_coa_m + M_h_m					False	G_217214	cobra_0_bound	cobra_default_ub
R_ACHEe	ACHEe	M_ach_e + M_h2o_e <=> M_ac_e + M_chol_e + M_h_e					False	G_11423 FbcOr G_11423	cobra_0_bound	cobra_default_ub
R_ACHVESSEC	ACHVESSEC	3.0 M_ach_c + 2.0 M_atp_c + 2.0 M_h2o_c <=> 3.0 M_ach_e + 2.0 M_adp_c + 2.0 M_h_c + 2.0 M_pi_c					False	G_20508	cobra_0_bound	cobra_default_ub
R_ACHtn	ACHtn	M_ach_n <=> M_ach_c					True		cobra_default_lb	cobra_default_ub
R_ACITL	ACITL	M_atp_c + M_cit_c + M_coa_c <=> M_accoa_c + M_adp_c + M_oaa_c + M_pi_c					False	G_104112 FbcOr G_104112	cobra_0_bound	cobra_default_ub
R_ACN13ACNGALGBSIDEte	ACN13ACNGALGBSIDEte	M_acn13acngalgbside_hs_c <=> M_acn13acngalgbside_hs_e					True		cobra_default_lb	cobra_default_ub
R_ACN13ACNGALGBSIDEtg	ACN13ACNGALGBSIDEtg	M_acn13acngalgbside_hs_c <=> M_acn13acngalgbside_hs_g					True		cobra_default_lb	cobra_default_ub
R_ACN23ACNGALGBSIDEte	ACN23ACNGALGBSIDEte	M_acn23acngalgbside_hs_c <=> M_acn23acngalgbside_hs_e					True		cobra_default_lb	cobra_default_ub
R_ACN23ACNGALGBSIDEtg	ACN23ACNGALGBSIDEtg	M_acn23acngalgbside_hs_c <=> M_acn23acngalgbside_hs_g					True		cobra_default_lb	cobra_default_ub
R_ACNACNGAL14ACGLCGALGLUSIDEte	ACNACNGAL14ACGLCGALGLUSIDEte	M_acnacngal14acglcgalgluside_hs_e <=> M_acnacngal14acglcgalgluside_hs_c					True		cobra_default_lb	cobra_default_ub
R_ACNACNGAL14ACGLCGALGLUSIDEtg	ACNACNGAL14ACGLCGALGLUSIDEtg	M_acnacngal14acglcgalgluside_hs_g <=> M_acnacngal14acglcgalgluside_hs_c					True		cobra_default_lb	cobra_default_ub
R_ACNACNGALGBSIDEte	ACNACNGALGBSIDEte	M_acnacngalgbside_hs_c <=> M_acnacngalgbside_hs_e					True		cobra_default_lb	cobra_default_ub
R_ACNACNGALGBSIDEtg	ACNACNGALGBSIDEtg	M_acnacngalgbside_hs_c <=> M_acnacngalgbside_hs_g					True		cobra_default_lb	cobra_default_ub
R_ACNAM9PL	ACNAM9PL	M_acmanap_c + M_h2o_c + M_pep_c <=> M_acnamp_c + M_pi_c					False	G_94181	cobra_0_bound	cobra_default_ub
R_ACNAM9PL2	ACNAM9PL2	M_h2o_c + M_man6p_c + M_pep_c <=> M_kdnp_c + M_pi_c					False	G_94181	cobra_0_bound	cobra_default_ub
R_ACNAMPH	ACNAMPH	M_acnamp_c + M_h2o_c <=> M_acnam_c + M_pi_c					False		cobra_0_bound	cobra_default_ub
R_ACNAMlt	ACNAMlt	M_acnam_c + M_h_c <=> M_acnam_l + M_h_l					True	G_235504	cobra_default_lb	cobra_default_ub
R_ACNAMtn	ACNAMtn	M_acnam_c <=> M_acnam_n					False		cobra_0_bound	cobra_default_ub
R_ACNGALACGLCGAL14ACGLCGALGLUSIDEte	ACNGALACGLCGAL14ACGLCGALGLUSIDEte	M_acngalacglcgal14acglcgalgluside_hs_e <=> M_acngalacglcgal14acglcgalgluside_hs_c					True		cobra_default_lb	cobra_default_ub
R_ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	M_acngalacglcgal14acglcgalgluside_hs_g <=> M_acngalacglcgal14acglcgalgluside_hs_c					True		cobra_default_lb	cobra_default_ub
R_ACNMLr	ACNMLr	M_acnam_c <=> M_acmana_c + M_pyr_c					True		cobra_default_lb	cobra_default_ub
R_ACOAD10m	ACOAD10m	M_2mbcoa_m + M_fad_m <=> M_2mb2coa_m + M_fadh2_m					False	G_66885 FbcOr G_11364	cobra_0_bound	cobra_default_ub
R_ACOAD1fm	ACOAD1fm	M_btcoa_m + M_fad_m <=> M_b2coa_m + M_fadh2_m					False	G_71985 FbcOr G_66885 FbcOr G_11409 FbcOr G_11364 FbcOr G_102632 FbcOr G_66948 FbcOr G_229211	cobra_0_bound	cobra_default_ub
R_ACOAD8m	ACOAD8m	M_fad_m + M_ivcoa_m <=> M_3mb2coa_m + M_fadh2_m					False	G_56357	cobra_0_bound	cobra_default_ub
R_ACOAD9m	ACOAD9m	M_fad_m + M_ibcoa_m <=> M_2mp2coa_m + M_fadh2_m					False	G_11364 FbcOr G_66948	cobra_0_bound	cobra_default_ub
R_ACOAHi	ACOAHi	M_accoa_c + M_h2o_c <=> M_ac_c + M_coa_c + M_h_c					False	G_74156	cobra_0_bound	cobra_default_ub
R_ACOAO7p	ACOAO7p	M_o2_x + M_pmtcoa_x <=> M_h2o2_x + M_hdd2coa_x					False	G_11430 FbcOr G_11430	cobra_0_bound	cobra_default_ub
R_ACOATA	ACOATA	M_ACP_c + M_accoa_c <=> M_acACP_c + M_coa_c					True	G_14104	cobra_default_lb	cobra_default_ub
R_ACODA	ACODA	M_acorn_c + M_h2o_c <=> M_ac_c + M_orn_c					False	G_109652	cobra_0_bound	cobra_default_ub
R_ACONT	ACONT	M_cit_c <=> M_icit_c					True	G_64602 FbcOr G_11428	cobra_default_lb	cobra_default_ub
R_ACONTm	ACONTm	M_cit_m <=> M_icit_m					True	G_11429	cobra_default_lb	cobra_default_ub
R_ACOX22x	ACOX22x	M_dhcholoylcoa_x + M_fadh2_x + 0.5 M_o2_x <=> M_fad_x + M_thcholoylcoa_x					False	G_93732	cobra_0_bound	cobra_default_ub
R_ACOX2x	ACOX2x	M_cholcoas_x + M_fadh2_x + M_o2_x <=> M_cholcoads_x + M_fad_x + 2.0 M_h2o_x					False	G_93732	cobra_0_bound	cobra_default_ub
R_ACP1_LPAREN_FMN_RPAREN_	ACP1_LPAREN_FMN_RPAREN_	M_fmn_c + M_h2o_c <=> M_pi_c + M_ribflv_c					False	G_11431 FbcOr G_11431 FbcOr G_11431	cobra_0_bound	cobra_default_ub
R_ACRNtm	ACRNtm	M_acrn_c <=> M_acrn_m					False	G_57279	cobra_0_bound	cobra_default_ub
R_ACS	ACS	M_ac_c + M_atp_c + M_coa_c <=> M_accoa_c + M_amp_c + M_ppi_c					False	G_78894 FbcOr G_60525 FbcOr G_60525	cobra_0_bound	cobra_default_ub
R_ACS2	ACS2	M_atp_c + M_coa_c + M_ppa_c <=> M_amp_c + M_ppcoa_c + M_ppi_c					False	G_60525 FbcOr G_78894 FbcOr G_60525	cobra_0_bound	cobra_default_ub
R_ACSm	ACSm	M_ac_m + M_atp_m + M_coa_m <=> M_accoa_m + M_amp_m + M_ppi_m					False	G_68738	cobra_0_bound	cobra_default_ub
R_ACTLMO	ACTLMO	M_acetol_c + M_h_c + M_nadph_c + M_o2_c <=> 2.0 M_h2o_c + M_mthgxl_c + M_nadp_c					False	G_13106	cobra_0_bound	cobra_default_ub
R_ACTNMO	ACTNMO	M_acetone_c + M_h_c + M_nadph_c + M_o2_c <=> M_acetol_c + M_h2o_c + M_nadp_c					False	G_13106	cobra_0_bound	cobra_default_ub
R_ACYP	ACYP	M_13dpg_c + M_h2o_c <=> M_3pg_c + M_h_c + M_pi_c					False	G_69519 FbcOr G_75572 FbcOr G_66204 FbcOr G_66204	cobra_0_bound	cobra_default_ub
R_ACt2m	ACt2m	M_ac_c + M_h_c <=> M_ac_m + M_h_m					True		cobra_default_lb	cobra_default_ub
R_ACt2r	ACt2r	M_ac_e + M_h_e <=> M_ac_c + M_h_c					True		cobra_default_lb	cobra_default_ub
R_ACtg	ACtg	M_ac_c <=> M_ac_g					True		cobra_default_lb	cobra_default_ub
R_ADA	ADA	M_adn_c + M_h2o_c + M_h_c <=> M_ins_c + M_nh4_c					False	G_11486	cobra_0_bound	cobra_default_ub
R_ADAe	ADAe	M_adn_e + M_h2o_e + M_h_e <=> M_ins_e + M_nh4_e					False	G_11486	cobra_0_bound	cobra_default_ub
R_ADCim	ADCim	M_acac_m + M_h_m <=> M_acetone_m + M_co2_m					False		cobra_0_bound	cobra_default_ub
R_ADEt	ADEt	M_ade_e <=> M_ade_c					True	G_13340	cobra_default_lb	cobra_default_ub
R_ADEtl	ADEtl	M_ade_l <=> M_ade_c					True	G_71279	cobra_default_lb	cobra_default_ub
R_ADHAPtx	ADHAPtx	M_adhap_hs_c <=> M_adhap_hs_x					True		cobra_default_lb	cobra_default_ub
R_ADK1	ADK1	M_amp_c + M_atp_c <=> 2.0 M_adp_c					True	G_78801 FbcOr G_11636 FbcOr G_229949 FbcOr G_229949	cobra_default_lb	cobra_default_ub
R_ADK3	ADK3	M_amp_c + M_gtp_c <=> M_adp_c + M_gdp_c					True	G_229949 FbcOr G_229949	cobra_default_lb	cobra_default_ub
R_ADK3m	ADK3m	M_amp_m + M_gtp_m <=> M_adp_m + M_gdp_m					True	G_56248	cobra_default_lb	cobra_default_ub
R_ADKd	ADKd	M_damp_c + M_datp_c <=> 2.0 M_dadp_c					True	G_229949 FbcOr G_229949	cobra_default_lb	cobra_default_ub
R_ADMDC	ADMDC	M_amet_c + M_h_c <=> M_ametam_c + M_co2_c					False	G_11702	cobra_0_bound	cobra_default_ub
R_ADNCYC	ADNCYC	M_atp_c <=> M_camp_c + M_ppi_c					False	G_11512 FbcOr G_271639 FbcOr G_104111 FbcOr G_11512 FbcOr G_11514 FbcOr G_210044 FbcOr G_11513 FbcOr G_432530 FbcOr G_104110 FbcOr G_11515 FbcOr G_224129	cobra_0_bound	cobra_default_ub
R_ADNK1	ADNK1	M_adn_c + M_atp_c <=> M_adp_c + M_amp_c + M_h_c					False	G_11534 FbcOr G_11534	cobra_0_bound	cobra_default_ub
R_ADNK1m	ADNK1m	M_adn_m + M_atp_m <=> M_adp_m + M_amp_m + M_h_m					False		cobra_0_bound	cobra_default_ub
R_ADNt	ADNt	M_adn_e <=> M_adn_c					True	G_13340 FbcOr G_63959	cobra_default_lb	cobra_default_ub
R_ADNt4	ADNt4	M_adn_e + M_na1_e <=> M_adn_c + M_na1_c					False	G_434203 FbcOr G_434203 FbcOr G_114304 FbcOr G_269346	cobra_0_bound	cobra_default_ub
R_ADNt5	ADNt5	M_adn_e + 2.0 M_na1_e <=> M_adn_c + 2.0 M_na1_c					False	G_114304	cobra_0_bound	cobra_default_ub
R_ADNtl	ADNtl	M_adn_l <=> M_adn_c					True	G_71279	cobra_default_lb	cobra_default_ub
R_ADNtm	ADNtm	M_adn_c <=> M_adn_m					True	G_63959	cobra_default_lb	cobra_default_ub
R_ADPGLC	ADPGLC	M_adpglc_c + M_h2o_c <=> M_amp_c + M_g1p_c + 2.0 M_h_c					False	G_53893	cobra_0_bound	cobra_default_ub
R_ADPMAN	ADPMAN	M_adpman_c + M_h2o_c <=> M_amp_c + 2.0 M_h_c + M_man1p_c					False	G_53893	cobra_0_bound	cobra_default_ub
R_ADPRDP	ADPRDP	M_adprib_c + M_h2o_c <=> M_amp_c + 2.0 M_h_c + M_r5p_c					False	G_53893	cobra_0_bound	cobra_default_ub
R_ADPRDPm	ADPRDPm	M_adprib_m + M_h2o_m <=> M_amp_m + 2.0 M_h_m + M_r5p_m					False	G_74167 FbcOr G_74167 FbcOr G_74167	cobra_0_bound	cobra_default_ub
R_ADPRIBt	ADPRIBt	M_adprib_e <=> M_adprib_c					False	G_12494	cobra_0_bound	cobra_default_ub
R_ADPT	ADPT	M_ade_c + M_prpp_c <=> M_amp_c + M_ppi_c					False	G_11821	cobra_0_bound	cobra_default_ub
R_ADPtx	ADPtx	M_adp_c <=> M_adp_x					True		cobra_default_lb	cobra_default_ub
R_ADRNCOAtx	ADRNCOAtx	M_adrncoa_c <=> M_adrncoa_x					True		cobra_default_lb	cobra_default_ub
R_ADRNCPT1	ADRNCPT1	M_adrncoa_c + M_crn_c <=> M_adrncrn_c + M_coa_c					False	G_12895 FbcOr G_12895 FbcOr G_12895 FbcOr G_78070 FbcOr G_12894 FbcOr G_12895	cobra_0_bound	cobra_default_ub
R_ADRNCPT2	ADRNCPT2	M_adrncrn_m + M_coa_m <=> M_adrncoa_m + M_crn_m					False	G_12896	cobra_0_bound	cobra_default_ub
R_ADRNCRNt	ADRNCRNt	M_adrncrn_c <=> M_adrncrn_m					False	G_57279 FbcOr G_57279	cobra_0_bound	cobra_default_ub
R_ADRNLPVESSEC	ADRNLPVESSEC	3.0 M_adrnl_c + 2.0 M_atp_c + 2.0 M_h2o_c <=> 2.0 M_adp_c + 3.0 M_adrnl_e + 2.0 M_h_c + 2.0 M_pi_c					False	G_110877 FbcOr G_214084	cobra_0_bound	cobra_default_ub
R_ADRNt	ADRNt	M_adrn_e <=> M_adrn_c					True		cobra_default_lb	cobra_default_ub
R_ADSELK	ADSELK	M_adsel_c + M_atp_c <=> M_3padsel_c + M_adp_c + M_h_c					False	G_23971 FbcOr G_23972	cobra_0_bound	cobra_default_ub
R_ADSK	ADSK	M_aps_c + M_atp_c <=> M_adp_c + M_h_c + M_paps_c					False	G_23972 FbcOr G_23971	cobra_0_bound	cobra_default_ub
R_ADSL1	ADSL1	M_dcamp_c <=> M_amp_c + M_fum_c					False	G_11564 FbcOr G_11564	cobra_0_bound	cobra_default_ub
R_ADSL2	ADSL2	M_25aics_c <=> M_aicar_c + M_fum_c					False	G_11564 FbcOr G_11564	cobra_0_bound	cobra_default_ub
R_ADSS	ADSS	M_asp__L_c + M_gtp_c + M_imp_c <=> M_dcamp_c + M_gdp_c + 2.0 M_h_c + M_pi_c					False	G_11566 FbcOr G_11565 FbcOr G_11565	cobra_0_bound	cobra_default_ub
R_AFLATOXINte	AFLATOXINte	M_aflatoxin_e <=> M_aflatoxin_c					True		cobra_default_lb	cobra_default_ub
R_AG13T10g	AG13T10g	M_ksi_pre18_g + M_uacgam_g <=> M_h_g + M_ksi_pre19_g + M_udp_g					False	G_231727 FbcOr G_53625 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_232984 FbcOr G_72297 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T11g	AG13T11g	M_ksi_pre21_g + M_uacgam_g <=> M_h_g + M_ksi_pre22_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T12g	AG13T12g	M_ksi_pre24_g + M_uacgam_g <=> M_h_g + M_ksi_pre25_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T13g	AG13T13g	M_ksi_pre27_g + M_uacgam_g <=> M_h_g + M_ksi_pre28_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T14g	AG13T14g	M_ksi_pre30_g + M_uacgam_g <=> M_h_g + M_ksi_pre31_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T15g	AG13T15g	M_ksi_pre33_g + M_uacgam_g <=> M_h_g + M_ksi_pre34_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T16g	AG13T16g	M_ksii_core4_pre2_g + M_uacgam_g <=> M_h_g + M_ksii_core4_pre3_g + M_udp_g					False	G_231727 FbcOr G_53625 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_232984 FbcOr G_53625 FbcOr G_72297	cobra_0_bound	cobra_default_ub
R_AG13T17g	AG13T17g	M_ksii_core4_pre4_g + M_uacgam_g <=> M_h_g + M_ksii_core4_pre5_g + M_udp_g					False	G_53625 FbcOr G_108902 FbcOr G_53625 FbcOr G_232984 FbcOr G_227327 FbcOr G_232984 FbcOr G_284208 FbcOr G_231727 FbcOr G_72297	cobra_0_bound	cobra_default_ub
R_AG13T18g	AG13T18g	M_ksii_core4_pre7_g + M_uacgam_g <=> M_h_g + M_ksii_core4_pre8_g + M_udp_g					False	G_53625 FbcOr G_108902 FbcOr G_53625 FbcOr G_232984 FbcOr G_227327 FbcOr G_232984 FbcOr G_284208 FbcOr G_231727 FbcOr G_72297	cobra_0_bound	cobra_default_ub
R_AG13T1g	AG13T1g	M_ksii_core2_pre2_g + M_uacgam_g <=> M_h_g + M_ksii_core2_pre3_g + M_udp_g					False	G_108902 FbcOr G_53625 FbcOr G_227327 FbcOr G_232984 FbcOr G_232984 FbcOr G_284208 FbcOr G_72297 FbcOr G_53625 FbcOr G_231727	cobra_0_bound	cobra_default_ub
R_AG13T2g	AG13T2g	M_ksii_core2_pre4_g + M_uacgam_g <=> M_h_g + M_ksii_core2_pre5_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T3g	AG13T3g	M_ksii_core2_pre7_g + M_uacgam_g <=> M_h_g + M_ksii_core2_pre8_g + M_udp_g					False	G_72297 FbcOr G_108902 FbcOr G_232984 FbcOr G_53625 FbcOr G_231727 FbcOr G_232984 FbcOr G_53625 FbcOr G_227327 FbcOr G_284208	cobra_0_bound	cobra_default_ub
R_AG13T4g	AG13T4g	M_ksi_pre1_g + M_uacgam_g <=> M_h_g + M_ksi_pre2_g + M_udp_g					False	G_108902 FbcOr G_53625 FbcOr G_227327 FbcOr G_72297 FbcOr G_232984 FbcOr G_284208 FbcOr G_232984 FbcOr G_53625 FbcOr G_231727	cobra_0_bound	cobra_default_ub
R_AG13T5g	AG13T5g	M_ksi_pre3_g + M_uacgam_g <=> M_h_g + M_ksi_pre4_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T6g	AG13T6g	M_ksi_pre6_g + M_uacgam_g <=> M_h_g + M_ksi_pre7_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T7g	AG13T7g	M_ksi_pre9_g + M_uacgam_g <=> M_h_g + M_ksi_pre10_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T8g	AG13T8g	M_ksi_pre12_g + M_uacgam_g <=> M_h_g + M_ksi_pre13_g + M_udp_g					False	G_231727 FbcOr G_232984 FbcOr G_108902 FbcOr G_284208 FbcOr G_232984 FbcOr G_227327 FbcOr G_72297 FbcOr G_53625 FbcOr G_53625	cobra_0_bound	cobra_default_ub
R_AG13T9g	AG13T9g	M_ksi_pre15_g + M_uacgam_g <=> M_h_g + M_ksi_pre16_g + M_udp_g					False	G_284208 FbcOr G_231727 FbcOr G_72297 FbcOr G_232984 FbcOr G_53625 FbcOr G_232984 FbcOr G_53625 FbcOr G_108902 FbcOr G_227327	cobra_0_bound	cobra_default_ub
R_AGDC	AGDC	M_acgam6p_c + M_h2o_c <=> M_ac_c + M_gam6p_c					False	G_245847	cobra_0_bound	cobra_default_ub
R_AGLPC	AGLPC	M_ak2g_hs_c + M_cdpchol_c <=> M_ak2gchol_hs_c + M_cmp_c + M_h2o_c + M_h_c					False		cobra_0_bound	cobra_default_ub
R_AGLPED	AGLPED	M_ak2gpe_hs_c + M_h_c + M_nadph_c + M_o2_c <=> M_dak2gpe_hs_c + 2.0 M_h2o_c + M_nadp_c					False		cobra_0_bound	cobra_default_ub
R_AGLPET	AGLPET	M_ak2g_hs_c + M_cdpea_c + M_h_c <=> M_ak2gpe_hs_c + M_cmp_c + M_h2o_c					False		cobra_0_bound	cobra_default_ub
R_AGLPH	AGLPH	M_ak2gp_hs_c + M_h2o_c <=> M_ak2g_hs_c + M_pi_c					False		cobra_0_bound	cobra_default_ub
R_AGLPR	AGLPR	M_akdhap_hs_c + M_h_c + M_nadph_c <=> M_akgp_hs_c + M_nadp_c					False		cobra_0_bound	cobra_default_ub
R_AGLPT	AGLPT	M_Rtotal2_c + M_akgp_hs_c + M_h_c <=> M_ak2gp_hs_c + M_h2o_c					False		cobra_0_bound	cobra_default_ub
R_AGMTm	AGMTm	M_agm_m + M_h2o_m <=> M_ptrc_m + M_urea_m					False	G_75986	cobra_0_bound	cobra_default_ub
R_AGPAT1	AGPAT1	M_Rtotal2coa_c + M_alpa_hs_c <=> M_coa_c + M_pa_hs_c					False	G_67512 FbcOr G_102247 FbcOr G_68262 FbcOr G_28169 FbcOr G_28169 FbcOr G_52123 FbcOr G_55979	cobra_0_bound	cobra_default_ub
R_AGPRim	AGPRim	M_acg5p_m + M_h_m + M_nadph_m <=> M_acg5sa_m + M_nadp_m + M_pi_m					False	G_56454	cobra_0_bound	cobra_default_ub
R_AGPSx	AGPSx	M_adhap_hs_x + M_alkylR1oh_x <=> M_Rtotal_x + M_akdhap_hs_x + M_h_x					False	G_228061	cobra_0_bound	cobra_default_ub
R_AGPex	AGPex	M_akdhap_hs_c <=> M_akdhap_hs_x					True		cobra_default_lb	cobra_default_ub
R_AGTim	AGTim	M_ala__L_m + M_glx_m <=> M_gly_m + M_pyr_m					False	G_268782 FbcOr G_71760	cobra_0_bound	cobra_default_ub
R_AGTix	AGTix	M_ala__L_x + M_glx_x <=> M_gly_x + M_pyr_x					False	G_11611	cobra_0_bound	cobra_default_ub
R_AHANDROSTANGLCte	AHANDROSTANGLCte	M_ahandrostanglc_c + M_atp_c + M_h2o_c <=> M_adp_c + M_ahandrostanglc_e + M_h_c + M_pi_c					False	G_17250	cobra_0_bound	cobra_default_ub
R_AHANDROSTANGLCtr	AHANDROSTANGLCtr	M_ahandrostanglc_c <=> M_ahandrostanglc_r					True		cobra_default_lb	cobra_default_ub
R_AHC	AHC	M_ahcys_c + M_h2o_c <=> M_adn_c + M_hcys__L_c					True	G_269378 FbcOr G_229709 FbcOr G_229709	cobra_default_lb	cobra_default_ub
